Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
accords,accords,0.18,Noun,7,6,2,accord,,,9.65,0.94,11.93,,,10.22
accost,accost,0.06,Verb,6,5,2,accost,13.37,0.86,13.37,0.86,,,,
accosted,accosted,0.67,Verb,8,7,3,accost,,,13.37,0.86,,,,
accosts,accosts,0.02,Verb,7,6,2,accost,,,13.37,0.86,,,,
account,account,44.71,Noun,7,5,2,account,8.26,1.00,8.26,1.00,,,,9.76
accountability,accountability,0.47,Noun,14,12,6,accountability,12.16,1.00,12.16,1.00,,,,
accountable,accountable,1.41,Adjective,11,9,4,accountable,11.70,1.00,11.70,1.00,,,,
accountancy,accountancy,0.06,Noun,11,9,4,accountancy,14.80,0.79,14.80,0.79,,,,
accountant,accountant,6.18,Noun,10,8,3,accountant,11.67,1.00,11.67,1.00,10.00,,,
accountants,accountants,1.08,Noun,11,9,3,accountant,,,11.67,1.00,10.00,,,
accounted,accounted,3.02,Verb,9,7,3,account,,,8.26,1.00,,,,9.76
accounting,accounting,4.51,Noun,10,7,3,accounting,12.05,1.00,12.05,1.00,,,,
accounts,accounts,10.47,Noun,8,6,2,account,,,8.26,1.00,,,,9.76
accoutrement,accoutrement,0.12,Noun,12,9,4,accoutrement,13.87,0.83,13.87,0.83,,,,
accoutrements,accoutrements,0.12,Noun,13,10,4,accoutrement,,,13.87,0.83,,,,
accreditation,accreditation,0.18,Noun,13,11,5,accreditation,15.53,1.00,15.53,1.00,,,,
accredited,accredited,0.31,Adjective,10,9,4,accredited,13.89,1.00,13.89,1.00,,,,
accrete,accrete,0.02,Verb,7,5,2,accrete,14.00,0.53,14.00,0.53,,,,
accrual,accrual,0.04,Noun,7,6,3,accrual,15.00,0.89,15.00,0.89,,,,
accrue,accrue,0.08,Verb,6,4,2,accrue,14.11,1.00,14.11,1.00,,,,
accrues,accrues,0.02,Verb,7,5,2,accrue,,,14.11,1.00,,,,
accruing,accruing,0.04,Verb,8,6,3,accrue,,,14.11,1.00,,,,
accumulate,accumulate,0.57,Verb,10,10,4,accumulate,12.30,1.00,12.30,1.00,,,,
accumulated,accumulated,0.76,Verb,11,12,5,accumulate,,,12.30,1.00,,,,
accumulates,accumulates,0.22,Verb,11,11,4,accumulate,,,12.30,1.00,,,,
accumulating,accumulating,0.35,Verb,12,12,5,accumulate,,,12.30,1.00,,,,
accumulation,accumulation,0.25,Noun,12,12,5,accumulation,10.50,1.00,10.50,1.00,,10.60,,
accumulations,accumulations,0.02,Noun,13,13,5,accumulation,,,10.50,1.00,,10.60,,
accumulative,accumulative,0.06,Adjective,12,12,5,accumulative,12.50,1.00,12.50,1.00,,,,
accumulator,accumulator,0.02,Noun,11,11,5,accumulator,13.94,0.84,13.94,0.84,,,,
accuracy,accuracy,1.49,Noun,8,7,4,accuracy,9.71,1.00,9.71,1.00,,,,
accurate,accurate,7.84,Adjective,8,6,3,accurate,9.44,1.00,9.44,1.00,,,,
accursed,accursed,0.65,Adjective,8,7,2,accursed,12.71,0.78,12.71,0.78,,,,
accusation,accusation,2.80,Noun,10,9,4,accusation,10.17,1.00,10.17,1.00,,,,
accusations,accusations,3.00,Noun,11,10,4,accusation,,,10.17,1.00,,,,
accusative,accusative,#N/A,#N/A,10,9,4,accusative,13.33,0.79,13.33,0.79,,,,
accusatory,accusatory,0.06,Adjective,10,10,5,accusatory,11.18,1.00,11.18,1.00,,,,
accuse,accuse,5.69,Verb,6,5,2,accuse,9.10,1.00,9.10,1.00,7.72,8.73,,8.12
accused,accused,13.06,Verb,7,6,2,accuse,,,9.10,1.00,7.72,8.73,,8.12
accuser,accuser,0.29,Noun,7,6,3,accuser,11.72,1.00,11.72,1.00,,10.07,,
accusers,accusers,0.16,Noun,8,7,3,accuser,,,11.72,1.00,,10.07,,
accuses,accuses,0.61,Verb,7,7,3,accuse,,,9.10,1.00,7.72,8.73,,8.12
accusing,accusing,4.94,Verb,8,7,3,accuse,,,9.10,1.00,7.72,8.73,,8.12
accustom,accustom,0.12,Verb,8,7,3,accustom,12.00,0.94,12.00,0.94,,,,
ace,ace,14.73,Noun,3,2,1,ace,8.83,1.00,8.83,1.00,,,8.12,
aced,aced,0.76,Verb,4,3,1,ace,,,8.83,1.00,,,8.12,
acerb,acerb,#N/A,#N/A,5,5,2,acerb,15.67,0.14,15.67,0.14,,,,
acerbic,acerbic,0.08,Adjective,7,7,3,acerbic,16.62,0.68,16.62,0.68,,,,
acerbity,acerbity,#N/A,#N/A,8,8,5,acerbity,15.75,0.40,15.75,0.40,,,,
aces,aces,3.96,Noun,4,4,2,ace,,,8.83,1.00,,,8.12,
acetaminophen,acetaminophen,0.10,Noun,13,12,6,acetaminophen,13.47,0.94,13.47,0.94,,,,
acetate,acetate,0.12,Noun,7,6,3,acetate,12.85,0.68,12.85,0.68,,,,
acetates,acetates,0.02,Noun,8,7,3,acetate,,,12.85,0.68,,,,
acetic,acetic,0.02,Adjective,6,6,3,acetic,13.75,0.84,13.75,0.84,,,,
acetone,acetone,0.16,Noun,7,6,3,acetone,14.05,0.95,14.05,0.95,,,,
acetyl,acetyl,0.04,Noun,6,6,3,acetyl,16.31,0.76,16.31,0.76,,,,
acetylcholine,acetylcholine,0.14,Verb,13,11,5,acetylcholine,16.30,0.56,16.30,0.56,,,,
acetylene,acetylene,0.45,Noun,9,8,4,acetylene,16.88,0.85,16.88,0.85,,,,
acetylsalicylic,acetylsalicylic,0.08,Adjective,15,15,7,acetylsalicylic,17.71,0.39,17.71,0.39,,,,
ache,ache,2.49,Noun,4,2,1,ache,5.79,1.00,5.79,1.00,,6.13,7.49,
ached,ached,0.31,Verb,5,3,1,ache,,,5.79,1.00,,6.13,7.49,
aches,aches,1.51,Verb,5,3,1,ache,,,5.79,1.00,,6.13,7.49,
achievable,achievable,0.04,Adjective,10,8,4,achievable,9.89,1.00,9.89,1.00,,,,
achieve,achieve,7.33,Verb,7,4,2,achieve,8.53,1.00,8.53,1.00,8.11,,,8.53
achieved,achieved,4.29,Verb,8,5,2,achieve,,,8.53,1.00,8.11,,,8.53
achievement,achievement,3.49,Noun,11,8,3,achievement,8.80,1.00,8.80,1.00,8.29,,,
achievements,achievements,1.08,Noun,12,9,3,achievement,,,8.80,1.00,8.29,,,
achiever,achiever,0.24,Verb,8,5,3,achiever,9.11,1.00,9.11,1.00,,,,
achievers,achievers,0.18,Noun,9,6,3,achiever,,,9.11,1.00,,,,
achieves,achieves,0.31,Verb,8,5,2,achieve,,,8.53,1.00,8.11,,,8.53
achieving,achieving,0.73,Verb,9,6,3,achieve,,,8.53,1.00,8.11,,,8.53
achiness,achiness,0.02,Noun,8,6,3,achiness,10.11,0.95,10.11,0.95,,,,
achy,achy,0.45,Adjective,4,3,2,achy,8.06,0.95,8.06,0.95,,,,
acid,acid,9.96,Noun,4,4,2,acid,9.60,1.00,9.60,1.00,,,,8.96
acidic,acidic,0.22,Adjective,6,6,3,acidic,11.21,1.00,11.21,1.00,,,,
acidity,acidity,0.20,Noun,7,7,4,acidity,12.78,1.00,12.78,1.00,,12.17,,
acidophilus,acidophilus,0.06,Noun,11,10,5,acidophilus,17.40,0.56,17.40,0.56,,,,
acidosis,acidosis,0.16,Noun,8,8,4,acidosis,16.85,0.65,16.85,0.65,,,,
acids,acids,0.82,Noun,5,5,2,acid,,,9.60,1.00,,,,8.96
acidulous,acidulous,#N/A,#N/A,9,8,4,acidulous,15.43,0.37,15.43,0.37,,,,
acing,acing,0.08,Verb,5,4,2,ace,,,8.83,1.00,,,8.12,
acknowledge,acknowledge,6.14,Verb,11,7,3,acknowledge,9.11,1.00,9.11,1.00,9.27,,,
acknowledged,acknowledged,1.96,Verb,12,8,3,acknowledge,,,9.11,1.00,9.27,,,
acknowledgement,acknowledgement,0.41,Noun,15,11,4,acknowledgement,9.95,1.00,9.95,1.00,,,,
acknowledgements,acknowledgements,0.08,Noun,16,12,4,acknowledgement,,,9.95,1.00,,,,
acknowledges,acknowledges,0.25,Verb,12,9,4,acknowledge,,,9.11,1.00,9.27,,,
acknowledging,acknowledging,0.71,Verb,13,9,4,acknowledge,,,9.11,1.00,9.27,,,
acknowledgment,acknowledgement,0.51,Noun,14,11,4,acknowledgement,,,9.95,1.00,,,,
acknowledgments,acknowledgements,0.02,Noun,15,12,4,acknowledgement,,,9.95,1.00,,,,
acme,acme,1.25,Noun,4,4,2,acme,9.54,0.65,9.54,0.65,,,,
acne,acne,0.90,Noun,4,4,2,acne,11.40,1.00,11.40,1.00,,,,9.58
acnes,acnes,0.02,Noun,5,4,1,acne,,,11.40,1.00,,,,9.58
acolyte,acolyte,0.14,Noun,7,6,3,acolyte,13.77,0.68,13.77,0.68,,,,
acolytes,acolytes,0.12,Noun,8,7,3,acolyte,,,13.77,0.68,,,,
aconitum,aconitum,0.08,Noun,8,8,4,aconitum,11.00,0.10,11.00,0.10,,,,
acorn,acorn,0.73,Noun,5,5,2,acorn,5.95,0.95,5.95,0.95,,,,7.04
acorns,acorns,0.37,Noun,6,6,2,acorn,,,5.95,0.95,,,,7.04
acoustic,acoustic,0.96,Adjective,8,7,3,acoustic,12.39,1.00,12.39,1.00,,,,
acoustical,acoustical,0.12,Adjective,10,9,4,acoustical,12.90,0.95,12.90,0.95,,,,
acoustics,acoustics,0.43,Noun,9,8,3,acoustics,11.32,1.00,11.32,1.00,,,,
acquaint,acquaint,0.39,Verb,8,6,2,achiever,,,9.11,1.00,,,,
acquaintance,acquaintance,5.35,Noun,12,9,3,acquaintance,10.48,1.00,10.48,1.00,,,,
acquaintances,acquaintances,1.06,Noun,13,11,4,acquaintance,,,10.48,1.00,,,,
acquaintanceship,acquaintanceship,0.08,Noun,16,12,4,acquaintanceship,14.18,0.89,14.18,0.89,,,,
acquiesce,acquiesce,0.06,Verb,9,6,3,acquiesce,14.25,0.84,14.25,0.84,,,,
acquiesced,acquiesced,0.10,Verb,10,7,3,acquiesce,,,14.25,0.84,,,,
acquiescence,acquiescence,0.10,Noun,12,9,4,acquiescence,13.61,0.90,13.61,0.90,,,,
acquiescent,acquiescent,0.02,Adjective,11,9,4,acquiescent,14.18,0.61,14.18,0.61,,,,
acquiescing,acquiescing,0.04,Verb,11,8,4,acquiesce,,,14.25,0.84,,,,
acquire,acquire,2.65,Verb,7,5,3,acquire,9.94,1.00,9.94,1.00,,,,10.04
acquired,acquired,4.47,Verb,8,6,3,acquire,,,9.94,1.00,,,,10.04
acquirer,acquirer,0.02,Noun,8,6,4,acquirer,11.79,1.00,11.79,1.00,,,,
acquires,acquires,0.16,Verb,8,6,3,acquire,,,9.94,1.00,,,,10.04
acquiring,acquiring,0.84,Verb,9,7,3,acquire,,,9.94,1.00,,,,10.04
acquisition,acquisition,1.45,Noun,11,9,4,acquisition,13.63,1.00,13.63,1.00,,,,
acquisitions,acquisitions,0.65,Noun,12,10,4,acquisition,,,13.63,1.00,,,,
acquisitive,acquisitive,0.06,Adjective,11,9,4,acquisitive,14.19,0.80,14.19,0.80,,,,
acquisitiveness,acquisitiveness,0.02,Noun,15,12,5,acquisitiveness,14.38,0.84,14.38,0.84,,,,
acquit,acquit,0.47,Noun,6,5,2,acquit,13.22,1.00,13.22,1.00,,,,
acquittal,acquittal,0.73,Noun,9,7,3,acquittal,12.39,1.00,12.39,1.00,,,,
acquittals,acquittals,0.02,Noun,10,8,3,acquittal,,,12.39,1.00,,,,
acquitted,acquitted,1.53,Verb,9,7,3,acquit,,,13.22,1.00,,,,
acquitting,acquitting,0.12,Verb,10,7,3,acquit,,,13.22,1.00,,,,
acre,acre,1.82,Noun,4,3,2,acre,9.80,1.00,9.80,1.00,,8.18,,8.62
acreage,acreage,0.43,Noun,7,5,3,acreage,13.13,0.79,13.13,0.79,,,,
acres,acres,4.59,Noun,5,4,2,acre,,,9.80,1.00,,8.18,,8.62
acrid,acrid,0.04,Adjective,5,5,2,acrid,14.07,0.79,14.07,0.79,,,,
acrimonious,acrimonious,0.14,Adjective,11,10,5,acrimonious,16.30,0.56,16.30,0.56,,,,
acrimony,acrimony,0.22,Noun,8,8,4,acrimony,14.75,0.63,14.75,0.63,,,,
acrobat,acrobat,0.59,Noun,7,7,3,acrobat,8.05,1.00,8.05,1.00,,,,
acrobatic,acrobatic,0.24,Adjective,9,9,4,acrobatic,9.38,1.00,9.38,1.00,,,,
acrobatics,acrobatics,0.22,Noun,10,10,4,acrobatics,9.00,1.00,9.00,1.00,,,,
acrobats,acrobats,0.37,Noun,8,8,3,acrobat,,,8.05,1.00,,,,
acronym,acronym,0.29,Noun,7,7,3,acronym,11.56,1.00,11.56,1.00,,,,
acronyms,acronyms,0.14,Noun,8,8,3,acronym,,,11.56,1.00,,,,
acrophobia,acrophobia,0.20,Noun,10,9,5,acrophobia,14.38,0.84,14.38,0.84,,,,
acropolis,acropolis,0.12,Noun,9,9,4,acropolis,15.40,0.79,15.40,0.79,,,,
across,across,94.14,Preposition,6,5,2,across,6.64,1.00,6.64,1.00,5.16,,,
acrostic,acrostic,#N/A,#N/A,8,8,3,acrostic,14.82,0.58,14.82,0.58,,,,
acrylic,acrylic,0.45,Adjective,7,7,3,acrylic,11.56,0.95,11.56,0.95,,,,
act,act,109.12,Verb,3,3,1,act,6.42,1.00,6.42,1.00,5.46,6.45,5.89,
acted,acted,10.75,Verb,5,5,2,act,,,6.42,1.00,5.46,6.45,5.89,
acting,acting,52.45,Verb,6,5,2,act,,,6.42,1.00,5.46,6.45,5.89,
actinic,actinic,0.02,Adjective,7,7,3,actinic,15.62,0.42,15.62,0.42,,,,
actinium,actinium,#N/A,#N/A,8,8,4,actinium,NA,0.00,NA,0.00,,,,
action,action,61.08,Noun,6,5,2,action,6.67,1.00,6.67,1.00,,,,6.97
actionable,actionable,0.25,Adjective,10,9,4,actionable,12.50,0.95,12.50,0.95,,,,
actions,actions,12.16,Noun,7,6,2,action,,,6.67,1.00,,,,6.97
activate,activate,4.67,Verb,8,7,3,activate,11.11,1.00,11.11,1.00,,,,
activated,activated,4.31,Verb,9,9,4,activate,,,11.11,1.00,,,,
activates,activates,0.31,Verb,9,8,3,activate,,,11.11,1.00,,,,
activating,activating,0.86,Verb,10,9,4,activate,,,11.11,1.00,,,,
activation,activation,0.84,Noun,10,9,4,activation,9.78,1.00,9.78,1.00,,,,
activator,activator,0.08,Noun,9,8,4,activator,11.50,1.00,11.50,1.00,,,,
active,active,11.45,Adjective,6,5,2,active,6.53,1.00,6.53,1.00,,7.71,,7.19
actives,actives,0.02,Noun,7,6,2,active,,,6.53,1.00,,7.71,,7.19
activism,activism,0.18,Noun,8,9,4,activism,11.89,1.00,11.89,1.00,,,,
activist,activist,0.98,Noun,8,8,3,activist,11.80,1.00,11.80,1.00,,,,
activists,activists,0.35,Noun,9,9,3,activist,,,11.80,1.00,,,,
activities,activities,8.61,Noun,10,9,4,activity,,,6.47,1.00,,,,
activity,activity,12.88,Noun,8,8,4,activity,6.47,1.00,6.47,1.00,,,,
actor,actor,26.33,Noun,5,4,2,actor,7.17,1.00,7.17,1.00,,6.54,,6.40
actors,actors,12.63,Noun,6,5,2,actor,,,7.17,1.00,,6.54,,6.40
actress,actress,16.02,Noun,7,6,2,actress,6.17,1.00,6.17,1.00,,6.22,,6.82
actresses,actresses,2.25,Noun,9,8,3,actress,,,6.17,1.00,,6.22,,6.82
acts,acts,12.47,Noun,4,4,1,act,,,6.42,1.00,5.46,6.45,5.89,
actual,actual,17.33,Adjective,6,7,3,actual,6.94,1.00,6.94,1.00,,8.11,,
actualities,actualities,0.02,Noun,11,11,5,actuality,,,12.38,1.00,,11.49,,
actuality,actuality,0.47,Noun,9,10,5,actuality,12.38,1.00,12.38,1.00,,11.49,,
actualization,actualization,0.06,Noun,13,13,6,actualization,13.84,0.90,13.84,0.90,,,,
actualize,actualize,0.04,Verb,9,9,4,actualize,13.61,1.00,13.61,1.00,,,,
actually,actually,322.33,Adverb,8,8,4,actually,7.33,1.00,7.33,1.00,6.84,,,
actuarial,actuarial,0.18,Adjective,9,10,5,actuarial,15.85,0.68,15.85,0.68,,,,
actuaries,actuaries,0.02,Noun,9,9,4,actuary,,,17.27,0.79,,,,
actuary,actuary,0.14,Noun,7,8,4,actuary,17.27,0.79,17.27,0.79,,,,
actuation,actuation,0.02,Noun,9,9,4,actuation,14.69,0.72,14.69,0.72,,,,
actuator,actuator,0.04,Noun,8,8,4,actuator,13.71,0.78,13.71,0.78,,,,
actuators,actuators,0.04,Noun,9,9,4,actuator,,,13.71,0.78,,,,
acuity,acuity,0.27,Noun,6,7,4,acuity,13.88,0.44,13.88,0.44,,,,
acumen,acumen,0.14,Noun,6,7,3,acumen,14.44,0.80,14.44,0.80,,,,
acupressure,acupressure,0.12,Noun,11,10,4,acupressure,14.44,0.95,14.44,0.95,,,,
acupuncture,acupuncture,0.73,Noun,11,10,4,acupuncture,11.79,1.00,11.79,1.00,,,,
acupuncturist,acupuncturist,0.18,Noun,13,15,5,acupuncturist,14.61,0.95,14.61,0.95,,,,
acupuncturists,acupuncturists,0.04,Noun,14,16,5,acupuncturist,,,14.61,0.95,,,,
acute,acute,2.94,Adjective,5,5,2,acute,11.60,1.00,11.60,1.00,,11.92,,11.09
acuteness,acuteness,0.02,Noun,9,8,3,acuteness,12.95,0.95,12.95,0.95,,,,
acyclovir,acyclovir,0.02,Noun,9,9,4,acyclovir,12.57,0.37,12.57,0.37,,,,
ad,ad,13.61,Noun,2,2,1,ad,8.22,1.00,8.22,1.00,,,7.42,
adage,adage,0.63,Noun,5,4,2,adage,16.21,0.74,16.21,0.74,,,,12.96
adages,adages,0.02,Noun,6,6,3,adage,,,16.21,0.74,,,,12.96
adagio,adagio,0.24,Noun,6,6,4,adagio,12.62,0.38,12.62,0.38,,,,
adamant,adamant,0.98,Adjective,7,7,3,adamant,14.29,0.78,14.29,0.78,,,,
adamantine,adamantine,0.02,Adjective,10,9,4,adamantine,15.91,0.55,15.91,0.55,,,,
adapt,adapt,2.63,Verb,5,5,2,adapt,9.00,1.00,9.00,1.00,,9.49,,10.51
adaptability,adaptability,0.14,Noun,12,12,6,adaptability,11.65,0.94,11.65,0.94,,,,
adaptable,adaptable,0.33,Adjective,9,9,4,adaptable,9.37,1.00,9.37,1.00,,,,
adaptation,adaptation,1.59,Noun,10,9,4,adaptation,11.39,1.00,11.39,1.00,,,,
adaptations,adaptations,0.06,Noun,11,10,4,adaptation,,,11.39,1.00,,,,
adapted,adapted,1.10,Verb,7,7,3,adapt,,,9.00,1.00,,9.49,,10.51
adapter,adapter,0.22,Noun,7,6,3,adapter,11.79,1.00,11.79,1.00,,,,
adapting,adapting,0.53,Verb,8,7,3,adapt,,,9.00,1.00,,9.49,,10.51
adaption,adaption,0.02,Noun,8,7,3,adaption,12.40,1.00,12.40,1.00,,,,
adaptive,adaptive,0.22,Adjective,8,7,3,adaptive,11.33,1.00,11.33,1.00,,,,
adaptor,adaptor,0.08,Noun,7,6,3,adaptor,10.21,1.00,10.21,1.00,,,,
adaptors,adaptors,0.02,Noun,8,7,3,adaptor,,,10.21,1.00,,,,
adapts,adapts,0.06,Verb,6,6,2,adapt,,,9.00,1.00,,9.49,,10.51
add,add,33.06,Verb,3,2,1,add,5.10,1.00,5.10,1.00,4.43,,4.43,
added,added,9.65,Verb,5,4,2,add,,,5.10,1.00,4.43,,4.43,
addenda,addenda,0.04,Noun,7,6,3,addendum,,,15.65,0.89,,,,
addendum,addendum,0.29,Noun,8,6,3,addendum,15.65,0.89,15.65,0.89,,,,
addendums,addendums,0.08,Noun,9,7,3,addendum,,,15.65,0.89,,,,
adder,adder,1.43,Noun,5,3,2,adder,12.13,0.83,12.13,0.83,,7.15,,
adders,adders,0.04,Noun,6,4,2,adder,,,12.13,0.83,,7.15,,
addict,addict,5.35,Noun,6,5,2,addict,11.17,1.00,11.17,1.00,,10.47,,10.41
addicted,addicted,4.53,Verb,8,7,3,addict,,,11.17,1.00,,10.47,,10.41
addicting,addicting,0.06,Verb,9,7,3,addict,,,11.17,1.00,,10.47,,10.41
addiction,addiction,3.90,Noun,9,7,3,addiction,12.11,1.00,12.11,1.00,,,,
addictions,addictions,0.41,Noun,10,8,3,addiction,,,12.11,1.00,,,,
addictive,addictive,1.12,Adjective,9,7,3,addictive,10.33,1.00,10.33,1.00,,,,
addictiveness,addictiveness,0.04,Noun,13,10,4,addictiveness,11.61,1.00,11.61,1.00,,,,
addicts,addicts,2.08,Noun,7,6,2,addict,,,11.17,1.00,,10.47,,10.41
adding,adding,4.02,Verb,6,4,2,add,,,5.10,1.00,4.43,,4.43,
addition,addition,7.75,Preposition,8,6,3,addition,5.76,1.00,5.76,1.00,,6.35,,
additional,additional,5.88,Adjective,10,8,4,additional,9.00,1.00,9.00,1.00,,,,
additions,additions,0.22,Noun,9,7,3,addition,,,5.76,1.00,,6.35,,
additive,additive,0.22,Adjective,8,6,3,additive,12.28,1.00,12.28,1.00,,,,
additives,additives,0.20,Noun,9,7,3,additive,,,12.28,1.00,,,,
addle,addle,0.16,Verb,5,4,2,addle,13.08,0.72,13.08,0.72,,,,
addled,addled,0.22,Adjective,6,5,2,addled,12.00,0.79,12.00,0.79,,,,
address,address,52.27,Noun,7,5,2,address,5.15,1.00,5.15,1.00,,6.07,,5.49
addressed,addressed,3.80,Verb,9,6,2,address,,,5.15,1.00,,6.07,,5.49
addressee,addressee,0.12,Noun,9,6,3,addressee,9.95,1.00,9.95,1.00,,,,
addresses,addresses,3.18,Noun,9,7,3,address,,,5.15,1.00,,6.07,,5.49
addressing,addressing,2.10,Verb,10,7,3,address,,,5.15,1.00,,6.07,,5.49
adds,adds,3.94,Verb,4,3,1,add,,,5.10,1.00,4.43,,4.43,
adduce,adduce,0.02,Verb,6,4,2,adduce,13.00,0.53,13.00,0.53,,,,
adduced,adduced,0.02,Verb,7,5,2,adduce,,,13.00,0.53,,,,
adductor,adductor,0.02,Noun,8,7,3,adductor,14.18,0.52,14.18,0.52,,,,
adenoidal,adenoidal,0.02,Adjective,9,8,4,adenoidal,15.33,0.33,15.33,0.33,,,,
adenoma,adenoma,0.02,Noun,7,7,4,adenoma,13.78,0.47,13.78,0.47,,,,
adenosine,adenosine,0.12,Noun,9,8,4,adenosine,16.29,0.39,16.29,0.39,,,,
adept,adept,0.65,Adjective,5,5,2,adept,12.50,0.78,12.50,0.78,,,,12.11
adeptness,adeptness,0.02,Noun,9,8,3,adeptness,14.37,0.95,14.37,0.95,,,,
adepts,adepts,0.04,Noun,6,6,2,adept,,,12.50,0.78,,,,12.11
adequacy,adequacy,0.02,Noun,8,8,4,adequacy,12.50,0.95,12.50,0.95,,,,
adequate,adequate,2.59,Adjective,8,7,3,adequate,10.35,1.00,10.35,1.00,,,,
adhere,adhere,0.57,Verb,6,5,2,adhere,10.78,0.95,10.78,0.95,,,,11.90
adhered,adhered,0.12,Verb,7,6,2,adhere,,,10.78,0.95,,,,11.90
adherence,adherence,0.18,Noun,9,8,3,adherence,12.22,1.00,12.22,1.00,,11.81,,
adherent,adherent,0.06,Noun,8,8,3,adherent,14.17,1.00,14.17,1.00,,,,
adherents,adherents,0.02,Noun,9,9,3,adherent,,,14.17,1.00,,,,
adheres,adheres,0.06,Verb,7,6,2,adhere,,,10.78,0.95,,,,11.90
adhering,adhering,0.18,Verb,8,7,3,adhere,,,10.78,0.95,,,,11.90
adhesion,adhesion,0.12,Noun,8,7,3,adhesion,13.50,1.00,13.50,1.00,,,,
adhesions,adhesions,0.14,Noun,9,8,3,adhesion,,,13.50,1.00,,,,
adhesive,adhesive,0.92,Noun,8,7,3,adhesive,9.17,1.00,9.17,1.00,,,,
adhesives,adhesives,0.02,Noun,9,8,3,adhesive,,,9.17,1.00,,,,
adiabatic,adiabatic,0.02,Adjective,9,9,5,adiabatic,18.50,0.22,18.50,0.22,,,,
adipose,adipose,0.08,Verb,7,6,3,adipose,15.70,0.53,15.70,0.53,,,,
adiposity,adiposity,0.02,Noun,9,9,5,adiposity,15.86,0.39,15.86,0.39,,,,
adjacent,adjacent,1.33,Adjective,8,7,3,adjacent,11.05,0.95,11.05,0.95,,,,
adjective,adjective,0.49,Noun,9,7,3,adjective,8.60,1.00,8.60,1.00,,,,
adjectives,adjectives,0.49,Noun,10,8,3,adjective,,,8.60,1.00,,,,
adjoining,adjoining,1.12,Adjective,9,6,3,adjoining,11.85,1.00,11.85,1.00,,,,
adjourn,adjourn,1.29,Verb,7,4,2,adjourn,12.59,0.94,12.59,0.94,,,,12.85
adjourned,adjourned,4.90,Verb,9,5,2,adjourn,,,12.59,0.94,,,,12.85
adjournment,adjournment,0.22,Noun,11,8,3,adjournment,14.26,1.00,14.26,1.00,,11.87,,
adjourns,adjourns,0.04,Verb,8,5,2,adjourn,,,12.59,0.94,,,,12.85
adjudge,adjudge,0.02,Verb,7,4,2,adjudge,15.20,0.79,15.20,0.79,,,,
adjudged,adjudged,0.06,Verb,8,5,2,adjudge,,,15.20,0.79,,,,
adjudicate,adjudicate,0.10,Verb,10,8,4,adjudicate,15.25,0.89,15.25,0.89,,,,
adjudicated,adjudicated,0.12,Verb,11,10,5,adjudicate,,,15.25,0.89,,,,
adjudication,adjudication,0.18,Noun,12,10,5,adjudication,16.33,0.63,16.33,0.63,,,,
adjudicator,adjudicator,0.08,Noun,11,9,5,adjudicator,16.47,0.75,16.47,0.75,,,,
adjunct,adjunct,0.14,Noun,7,6,2,adjunct,13.06,0.84,13.06,0.84,,,,
adjuration,adjuration,#N/A,#N/A,10,9,4,adjuration,16.00,0.37,16.00,0.37,,,,
adjure,adjure,0.02,Verb,6,5,2,adjure,13.10,0.56,13.10,0.56,,,,
adjust,adjust,5.63,Verb,6,5,2,adjust,8.43,1.00,8.43,1.00,,9.77,,9.76
adjustability,adjustability,0.02,Noun,13,12,6,adjustability,12.05,1.00,12.05,1.00,,,,
adjustable,adjustable,0.31,Adjective,10,9,4,adjustable,8.95,1.00,8.95,1.00,,,,
adjusted,adjusted,1.80,Verb,8,7,3,adjust,,,8.43,1.00,,9.77,,9.76
adjuster,adjuster,0.39,Noun,8,6,3,adjuster,11.28,1.00,11.28,1.00,,,,
adjusters,adjusters,0.14,Noun,9,7,3,adjuster,,,11.28,1.00,,,,
adjusting,adjusting,2.37,Verb,9,7,3,adjust,,,8.43,1.00,,9.77,,9.76
adjustment,adjustment,3.10,Noun,10,9,3,adjustment,9.74,1.00,9.74,1.00,,,,
adjustments,adjustments,1.39,Noun,11,10,3,adjustment,,,9.74,1.00,,,,
adjustor,adjustor,0.08,Noun,8,6,3,adjustor,13.29,0.89,13.29,0.89,,,,
adjusts,adjusts,0.18,Verb,7,6,2,adjust,,,8.43,1.00,,9.77,,9.76
adjutant,adjutant,0.88,Noun,8,7,3,adjutant,13.91,0.61,13.91,0.61,,,,
adjutants,adjutants,0.02,Noun,9,8,3,adjutant,,,13.91,0.61,,,,
adjuvant,adjuvant,0.02,Adjective,8,7,3,adjuvant,14.25,0.63,14.25,0.63,,,,
admin,admin,0.43,Noun,5,5,2,admin,13.89,0.95,13.89,0.95,,,,
administer,administer,1.67,Verb,10,9,4,administer,9.42,1.00,9.42,1.00,,,,
administered,administered,1.49,Verb,12,10,4,administer,,,9.42,1.00,,,,
administering,administering,0.47,Verb,13,11,5,administer,,,9.42,1.00,,,,
administers,administers,0.12,Verb,11,10,4,administer,,,9.42,1.00,,,,
administrate,administrate,0.04,Verb,12,11,4,administrate,12.50,1.00,12.50,1.00,,,,
administrates,administrates,0.02,Verb,13,12,4,administrate,,,12.50,1.00,,,,
